State,District,Year,Season,Crop,Area,Production
Bihar,9,2007,2,17,1938,1599
Bihar,9,2007,2,18,66,264
Bihar,9,2007,2,19,4611,3398
Bihar,9,2007,2,24,203,150
Bihar,9,2007,2,26,316,340
Bihar,9,2007,2,29,1193,512
Bihar,9,2007,2,31,2,2
Bihar,9,2007,2,36,16,23
Bihar,9,2007,2,41,59211,141548
Bihar,9,2008,2,3,892,752
Bihar,9,2008,2,11,3505,4136
Bihar,9,2008,2,16,2246,2073
Bihar,9,2008,2,17,2003,1695
Bihar,9,2008,2,18,88,310
Bihar,9,2008,2,19,4819,5686
Bihar,9,2008,2,24,7,5
Bihar,9,2008,2,26,502,483
Bihar,9,2008,2,27,2076,12581
Bihar,9,2008,2,29,848,734
Bihar,9,2008,2,31,2,2
Bihar,9,2008,2,36,16,23
Bihar,9,2008,2,41,60225,132550
Bihar,9,2009,2,3,573,561
Bihar,9,2009,2,11,3893,5933
Bihar,9,2009,2,16,862,995
Bihar,9,2009,2,17,1099,930
Bihar,9,2009,2,18,62,161
Bihar,9,2009,2,19,4318,2992
Bihar,9,2009,2,24,333,249
Bihar,9,2009,2,26,568,569
Bihar,9,2009,2,29,1376,1958
Bihar,9,2009,2,36,43,60
Bihar,9,2009,2,41,46676,102177
Bihar,9,2010,2,3,611,704
Bihar,9,2010,2,11,3429,3515
Bihar,9,2010,2,16,581,492
Bihar,9,2010,2,17,1621,1326
Bihar,9,2010,2,18,173,671
Bihar,9,2010,2,19,4590,5379
Bihar,9,2010,2,24,11,8
Bihar,9,2010,2,26,338,350
Bihar,9,2010,2,29,980,1071
Bihar,9,2010,2,36,14,20
Bihar,9,2010,2,41,50861,111787
Bihar,9,2011,2,3,647,740
Bihar,9,2011,2,11,3973,3989
Bihar,9,2011,2,16,689,732
Bihar,9,2011,2,17,1629,1409
Bihar,9,2011,2,18,94,431
Bihar,9,2011,2,19,4716,5334
Bihar,9,2011,2,26,383,395
Bihar,9,2011,2,29,1146,1732
Bihar,9,2011,2,36,2,2
Bihar,9,2011,2,41,65902,183403
Bihar,9,2012,2,3,647,1210
Bihar,9,2012,2,11,3973,8971
Bihar,9,2012,2,16,689,784
Bihar,9,2012,2,17,1629,1412
Bihar,9,2012,2,18,94,307
Bihar,9,2012,2,19,4716,5758
Bihar,9,2012,2,26,383,399
Bihar,9,2012,2,29,1146,1728
Bihar,9,2012,2,36,16,23
Bihar,9,2012,2,41,65863,161967
Bihar,9,2013,2,3,889,828
Bihar,9,2013,2,11,4922,4656
Bihar,9,2013,2,16,480,379
Bihar,9,2013,2,17,1322,1124
Bihar,9,2013,2,18,258,1174
Bihar,9,2013,2,19,6525,4906
Bihar,9,2013,2,26,191,143
Bihar,9,2013,2,29,1086,801
Bihar,9,2013,2,36,1394,2016
Bihar,9,2013,2,41,58783,112206
Bihar,9,2014,2,3,714,743
Bihar,9,2014,2,11,5058,5093
Bihar,9,2014,2,16,422,396
Bihar,9,2014,2,17,959,826
Bihar,9,2014,2,18,226,820
Bihar,9,2014,2,19,6948,5308
Bihar,9,2014,2,26,174,176
Bihar,9,2014,2,29,1313,2085
Bihar,9,2014,2,36,471,682
Bihar,9,2014,2,41,72154,178508
Bihar,10,1997,2,3,82,129
Bihar,10,1997,2,11,56,67
Bihar,10,1997,2,17,57,38
Bihar,10,1997,2,18,8109,22973
Bihar,10,1997,2,24,33,25
Bihar,10,1997,2,29,2031,1931
Bihar,10,1997,2,36,8,6
Bihar,10,1997,2,38,399,287
Bihar,10,1997,2,41,88342,202916
Bihar,10,1998,2,3,202,262
Bihar,10,1998,2,11,28,28
Bihar,10,1998,2,17,205,152
Bihar,10,1998,2,18,7096,18513
Bihar,10,1998,2,24,3145,2434
Bihar,10,1998,2,29,1205,860
Bihar,10,1998,2,31,153,87
Bihar,10,1998,2,41,90266,209423
Bihar,10,1999,2,11,18,17
Bihar,10,1999,2,17,6,4
Bihar,10,1999,2,18,5321,14931
Bihar,10,1999,2,19,412,388
Bihar,10,1999,2,21,1526,841
Bihar,10,1999,2,24,31,25
Bihar,10,1999,2,26,714,511
Bihar,10,1999,2,29,1190,1163
Bihar,10,1999,2,31,148,77
Bihar,10,1999,2,41,85551,205380
Bihar,10,2000,2,3,167,281
Bihar,10,2000,2,11,40,48
Bihar,10,2000,2,16,52,48
Bihar,10,2000,2,17,177,175
Bihar,10,2000,2,18,5886,20236
Bihar,10,2000,2,19,529,364
Bihar,10,2000,2,21,1733,135
Bihar,10,2000,2,24,37,37
Bihar,10,2000,2,26,907,896
Bihar,10,2000,2,29,1879,1962
Bihar,10,2000,2,31,150,120
Bihar,10,2000,2,41,78256,193138
Bihar,10,2001,2,3,134,143
Bihar,10,2001,2,11,10,13
Bihar,10,2001,2,16,78,64
Bihar,10,2001,2,17,29,29
Bihar,10,2001,2,18,5798,18948
Bihar,10,2001,2,19,392,424
Bihar,10,2001,2,24,71,70
Bihar,10,2001,2,26,881,870
Bihar,10,2001,2,29,2579,2832
Bihar,10,2001,2,41,86361,283784
Bihar,10,2002,2,3,164,199
Bihar,10,2002,2,11,13,13
Bihar,10,2002,2,16,59,48
Bihar,10,2002,2,17,66,49
Bihar,10,2002,2,18,6349,7822
Bihar,10,2002,2,19,526,397
Bihar,10,2002,2,24,113,112
Bihar,10,2002,2,26,951,940
Bihar,10,2002,2,29,2372,1824
Bihar,10,2002,2,41,87218,163081
Bihar,10,2003,2,3,150,254
Bihar,10,2003,2,11,355,347
Bihar,10,2003,2,16,82,76
Bihar,10,2003,2,17,53,42
Bihar,10,2003,2,18,6407,21130
Bihar,10,2003,2,19,475,444
Bihar,10,2003,2,24,114,113
Bihar,10,2003,2,26,680,635
Bihar,10,2003,2,29,2532,2679
Bihar,10,2003,2,41,85212,199739
Bihar,10,2004,2,3,213,318
Bihar,10,2004,2,11,74,62
Bihar,10,2004,2,16,129,87
Bihar,10,2004,2,17,40,34
Bihar,10,2004,2,18,6206,16551
Bihar,10,2004,2,19,302,215
Bihar,10,2004,2,24,63,62
Bihar,10,2004,2,26,662,583
Bihar,10,2004,2,29,2193,2182
Bihar,10,2004,2,41,84361,115719
Bihar,10,2005,2,3,92,140
Bihar,10,2005,2,11,6,6
Bihar,10,2005,2,16,64,51
Bihar,10,2005,2,17,205,175
Bihar,10,2005,2,18,6405,11209
Bihar,10,2005,2,19,359,265
Bihar,10,2005,2,24,18,18
Bihar,10,2005,2,26,541,498
Bihar,10,2005,2,29,2565,3301
Bihar,10,2005,2,41,82462,133690
Bihar,10,2006,2,3,82,87
Bihar,10,2006,2,16,68,54
Bihar,10,2006,2,17,43,37
Bihar,10,2006,2,18,5626,11134
Bihar,10,2006,2,19,149,108
Bihar,10,2006,2,26,727,676
Bihar,10,2006,2,29,2318,2383
Bihar,10,2006,2,41,83202,208168
Bihar,10,2007,2,3,112,165
Bihar,10,2007,2,11,43,97
Bihar,10,2007,2,16,23,19
Bihar,10,2007,2,17,29,24
Bihar,10,2007,2,18,5702,11849
Bihar,10,2007,2,19,177,141
Bihar,10,2007,2,24,17,13
Bihar,10,2007,2,26,472,508
Bihar,10,2007,2,29,2449,2733
Bihar,10,2007,2,41,81749,157895
Bihar,10,2008,2,3,72,79
Bihar,10,2008,2,11,4,7
Bihar,10,2008,2,16,1,1
Bihar,10,2008,2,17,46,39
Bihar,10,2008,2,18,5378,9159
Bihar,10,2008,2,19,196,159
Bihar,10,2008,2,24,17,13
Bihar,10,2008,2,26,437,420
Bihar,10,2008,2,27,2647,13156
Bihar,10,2008,2,29,2434,2084
Bihar,10,2008,2,31,11,9
Bihar,10,2008,2,41,78765,123121
Bihar,10,2009,2,3,77,87
Bihar,10,2009,2,11,4,5
Bihar,10,2009,2,16,1,1
Bihar,10,2009,2,17,49,41
Bihar,10,2009,2,18,5789,29692
Bihar,10,2009,2,19,203,181
Bihar,10,2009,2,24,16,12
Bihar,10,2009,2,26,453,453
Bihar,10,2009,2,29,2721,3124
Bihar,10,2009,2,41,83878,169769
Bihar,10,2010,2,3,25,33
Bihar,10,2010,2,16,18,18
Bihar,10,2010,2,17,15,12
Bihar,10,2010,2,18,5964,29331
Bihar,10,2010,2,19,204,192
Bihar,10,2010,2,24,5,4
Bihar,10,2010,2,26,482,499
Bihar,10,2010,2,29,2622,3233
Bihar,10,2010,2,41,83427,282764
Bihar,10,2011,2,3,15,23
Bihar,10,2011,2,16,5,6
Bihar,10,2011,2,17,15,13
Bihar,10,2011,2,18,5193,18456
Bihar,10,2011,2,19,246,250
Bihar,10,2011,2,26,504,520
Bihar,10,2011,2,29,2290,2645
Bihar,10,2011,2,41,83865,275971
Bihar,10,2012,2,17,15,13
Bihar,10,2012,2,18,5461,18698
Bihar,10,2012,2,19,167,192
Bihar,10,2012,2,26,432,450
Bihar,10,2012,2,29,2455,2993
Bihar,10,2012,2,41,84690,291749
Bihar,10,2013,2,18,4578,12425
Bihar,10,2013,2,19,141,179
Bihar,10,2013,2,26,455,569
Bihar,10,2013,2,29,2525,3439
Bihar,10,2013,2,41,78549,250842
Bihar,10,2014,2,18,9399,25819
Bihar,10,2014,2,19,61,89
Bihar,10,2014,2,26,411,514
Bihar,10,2014,2,29,2628,3511
Bihar,10,2014,2,41,73939,71480
Bihar,11,1997,2,3,1024,346
Bihar,11,1997,2,11,2799,1010
Bihar,11,1997,2,17,439,202
Bihar,11,1997,2,18,388,1465
Bihar,11,1997,2,24,34,24
Bihar,11,1997,2,29,425,328
Bihar,11,1997,2,41,19299,24094
Bihar,11,1998,2,3,1423,1409
Bihar,11,1998,2,11,1661,1546
Bihar,11,1998,2,17,247,136
Bihar,11,1998,2,18,173,619
Bihar,11,1998,2,24,2822,2333
Bihar,11,1998,2,29,321,356
Bihar,11,1998,2,41,20253,24345
Bihar,11,1999,2,11,1589,1567
Bihar,11,1999,2,16,152,164
Bihar,11,1999,2,17,301,169
Bihar,11,1999,2,18,215,786
Bihar,11,1999,2,19,194,131
Bihar,11,1999,2,21,1141,859
Bihar,11,1999,2,26,174,124
Bihar,11,1999,2,29,356,264
Bihar,11,1999,2,41,18210,23381
Bihar,11,2000,2,3,691,658
Bihar,11,2000,2,11,1176,1148
Bihar,11,2000,2,16,1388,1319
Bihar,11,2000,2,17,264,180
Bihar,11,2000,2,18,125,458
Bihar,11,2000,2,19,541,541
Bihar,11,2000,2,21,228,111
Bihar,11,2000,2,26,59,47
Bihar,11,2000,2,29,489,347
Bihar,11,2000,2,41,20851,23128
Bihar,11,2001,2,3,668,399
Bihar,11,2001,2,11,1043,834
Bihar,11,2001,2,16,1150,859
Bihar,11,2001,2,17,271,192
Bihar,11,2001,2,18,171,646
Bihar,11,2001,2,19,454,282
Bihar,11,2001,2,24,724,387
Bihar,11,2001,2,26,109,107
Bihar,11,2001,2,29,389,147
Bihar,11,2001,2,41,20490,27920
Bihar,11,2002,2,3,1313,1142
Bihar,11,2002,2,11,1613,1413
Bihar,11,2002,2,16,954,835
Bihar,11,2002,2,17,304,231
Bihar,11,2002,2,18,273,616
Bihar,11,2002,2,19,1263,991
Bihar,11,2002,2,24,6,4
Bihar,11,2002,2,26,51,46
Bihar,11,2002,2,29,373,250
Bihar,11,2002,2,41,17278,19868
Bihar,11,2003,2,3,1335,1179
Bihar,11,2003,2,11,1639,1310
Bihar,11,2003,2,16,1330,1334
Bihar,11,2003,2,17,290,215
Bihar,11,2003,2,18,226,742
Bihar,11,2003,2,19,1149,1066
Bihar,11,2003,2,24,3,2
Bihar,11,2003,2,26,60,56
Bihar,11,2003,2,29,368,192
Bihar,11,2003,2,41,16972,22120
Bihar,11,2004,2,3,1263,1331
Bihar,11,2004,2,11,1559,959
Bihar,11,2004,2,16,908,459
Bihar,11,2004,2,17,268,226
Bihar,11,2004,2,18,216,682
Bihar,11,2004,2,19,1081,531
Bihar,11,2004,2,24,3,2
Bihar,11,2004,2,26,57,50
Bihar,11,2004,2,29,350,430
Bihar,11,2004,2,41,15177,17409
Bihar,11,2005,2,3,291,251
Bihar,11,2005,2,11,931,681
Bihar,11,2005,2,16,378,454
Bihar,11,2005,2,17,224,184
Bihar,11,2005,2,18,56,221
Bihar,11,2005,2,19,512,515
Bihar,11,2005,2,24,2,2
Bihar,11,2005,2,26,84,81
Bihar,11,2005,2,29,243,238
Bihar,11,2005,2,41,9610,9443
Bihar,11,2006,2,3,462,705
Bihar,11,2006,2,11,901,119
Bihar,11,2006,2,16,387,478
Bihar,11,2006,2,17,246,202
Bihar,11,2006,2,18,92,455
Bihar,11,2006,2,19,553,234
Bihar,11,2006,2,26,23,21
Bihar,11,2006,2,29,118,165
Bihar,11,2006,2,36,2,3
Bihar,11,2006,2,41,11777,17647
Bihar,11,2007,2,3,537,612
Bihar,11,2007,2,11,1200,574
Bihar,11,2007,2,16,187,180
Bihar,11,2007,2,17,164,134
Bihar,11,2007,2,18,211,1063
Bihar,11,2007,2,19,506,321
Bihar,11,2007,2,24,16,12
Bihar,11,2007,2,26,37,37
Bihar,11,2007,2,29,229,39
Bihar,11,2007,2,41,13801,24261
Bihar,11,2008,2,3,562,371
Bihar,11,2008,2,11,1188,652
Bihar,11,2008,2,16,207,200
Bihar,11,2008,2,17,211,173
Bihar,11,2008,2,18,211,793
Bihar,11,2008,2,19,541,283
Bihar,11,2008,2,24,13,10
Bihar,11,2008,2,26,48,46
Bihar,11,2008,2,27,922,1300
Bihar,11,2008,2,29,197,321
Bihar,11,2008,2,41,14107,13100
Bihar,11,2009,2,3,24,19
Bihar,11,2009,2,11,376,415
Bihar,11,2009,2,16,88,88
Bihar,11,2009,2,17,78,66
Bihar,11,2009,2,18,15,39
Bihar,11,2009,2,19,220,216
Bihar,11,2009,2,29,14,21
Bihar,11,2009,2,41,6859,6780
Bihar,11,2010,2,3,51,47
Bihar,11,2010,2,11,458,490
Bihar,11,2010,2,16,83,65
Bihar,11,2010,2,17,90,74
Bihar,11,2010,2,18,20,84
Bihar,11,2010,2,19,243,192
Bihar,11,2010,2,26,1,1
Bihar,11,2010,2,29,46,57
Bihar,11,2010,2,41,7552,11303
Bihar,11,2011,2,3,51,35
Bihar,11,2011,2,11,467,587
Bihar,11,2011,2,16,81,74
Bihar,11,2011,2,17,87,75
Bihar,11,2011,2,18,20,126
Bihar,11,2011,2,19,237,237
Bihar,11,2011,2,26,1,1
Bihar,11,2011,2,29,54,113
Bihar,11,2011,2,41,7516,20486
Bihar,11,2012,2,3,47,69
Bihar,11,2012,2,11,469,435
Bihar,11,2012,2,16,81,114
Bihar,11,2012,2,17,88,76
Bihar,11,2012,2,18,20,68
Bihar,11,2012,2,19,227,304
Bihar,11,2012,2,26,1,1
Bihar,11,2012,2,29,55,112
Bihar,11,2012,2,41,7523,15722
Bihar,11,2013,2,3,44,62
Bihar,11,2013,2,11,1006,853
Bihar,11,2013,2,16,79,118
Bihar,11,2013,2,17,66,56
Bihar,11,2013,2,18,24,106
Bihar,11,2013,2,19,217,329
Bihar,11,2013,2,26,19,20
Bihar,11,2013,2,29,211,175
Bihar,11,2013,2,41,8673,17453
Bihar,11,2014,2,3,141,156
Bihar,11,2014,2,11,2140,950
Bihar,11,2014,2,16,222,149
Bihar,11,2014,2,17,261,225
Bihar,11,2014,2,18,227,785
Bihar,11,2014,2,19,1553,1407
Bihar,11,2014,2,26,2,2
Bihar,11,2014,2,29,693,938
Bihar,11,2014,2,41,11332,13236
Bihar,12,1997,2,3,699,487
Bihar,12,1997,2,11,2222,787
Bihar,12,1997,2,17,645,362
Bihar,12,1997,2,18,670,2011
Bihar,12,1997,2,24,181,129
Bihar,12,1997,2,29,593,433
Bihar,12,1997,2,36,83,78
Bihar,12,1997,2,41,44404,80116
Bihar,12,1998,2,3,681,639
Bihar,12,1998,2,11,2104,1786
Bihar,12,1998,2,17,616,388
Bihar,12,1998,2,18,464,1384
Bihar,12,1998,2,24,18614,23581
Bihar,12,1998,2,29,716,763
Bihar,12,1998,2,41,42421,103444
Bihar,12,1999,2,11,3113,3191
Bihar,12,1999,2,16,12960,13258
Bihar,12,1999,2,17,293,164
Bihar,12,1999,2,18,291,876
Bihar,12,1999,2,19,7770,8500
Bihar,12,1999,2,26,1857,1328
Bihar,12,1999,2,29,633,603
Bihar,12,1999,2,41,38028,77884
Bihar,12,2000,2,3,703,766
Bihar,12,2000,2,11,2707,2103
Bihar,12,2000,2,16,12785,10343
Bihar,12,2000,2,17,367,232
Bihar,12,2000,2,18,243,710
Bihar,12,2000,2,19,8104,8112
Bihar,12,2000,2,21,14,8
Bihar,12,2000,2,26,1783,1721
Bihar,12,2000,2,29,366,412
Bihar,12,2000,2,41,35570,66411
Bihar,12,2001,2,3,457,527
Bihar,12,2001,2,11,2647,2499
Bihar,12,2001,2,16,12644,9154
Bihar,12,2001,2,17,469,333
Bihar,12,2001,2,18,178,591
Bihar,12,2001,2,19,7223,6125
Bihar,12,2001,2,24,93,65
Bihar,12,2001,2,26,1026,1010
Bihar,12,2001,2,29,451,466
Bihar,12,2001,2,41,36250,77882
Bihar,12,2002,2,3,1212,1116
Bihar,12,2002,2,11,2846,4095
Bihar,12,2002,2,16,10750,6267
Bihar,12,2002,2,17,317,241
Bihar,12,2002,2,18,219,572
Bihar,12,2002,2,19,7329,8795
Bihar,12,2002,2,24,100,71
Bihar,12,2002,2,26,961,858
Bihar,12,2002,2,29,397,384
Bihar,12,2002,2,41,34230,80656
Bihar,12,2003,2,3,195,200
Bihar,12,2003,2,11,977,1113
Bihar,12,2003,2,16,5390,4193
Bihar,12,2003,2,17,314,246
Bihar,12,2003,2,18,139,421
Bihar,12,2003,2,19,4516,3970
Bihar,12,2003,2,26,217,203
Bihar,12,2003,2,29,383,342
Bihar,12,2003,2,41,19220,47494
Bihar,12,2004,2,3,215,126
Bihar,12,2004,2,11,1829,1295
Bihar,12,2004,2,16,6775,4248
Bihar,12,2004,2,17,195,164
Bihar,12,2004,2,18,168,520
Bihar,12,2004,2,19,6260,3430
Bihar,12,2004,2,26,179,158
Bihar,12,2004,2,29,170,156
Bihar,12,2004,2,41,22710,43974
Bihar,12,2005,2,3,295,253
Bihar,12,2005,2,11,1914,1520
Bihar,12,2005,2,16,4066,2570
Bihar,12,2005,2,17,201,172
Bihar,12,2005,2,18,134,408
Bihar,12,2005,2,19,4793,3791
Bihar,12,2005,2,26,236,217
Bihar,12,2005,2,29,207,252
Bihar,12,2005,2,41,20714,30539
Bihar,12,2006,2,3,330,394
Bihar,12,2006,2,11,2517,2870
Bihar,12,2006,2,16,8428,7992
Bihar,12,2006,2,17,254,216
Bihar,12,2006,2,18,195,705
Bihar,12,2006,2,19,9165,9203
Bihar,12,2006,2,26,1854,1724
Bihar,12,2006,2,29,524,739
Bihar,12,2006,2,36,49,67
Bihar,12,2006,2,41,32803,72142
Bihar,12,2007,2,3,266,275
Bihar,12,2007,2,11,1854,1845
Bihar,12,2007,2,16,4902,3794
Bihar,12,2007,2,17,60,50
Bihar,12,2007,2,18,60,240
Bihar,12,2007,2,19,4159,3747
Bihar,12,2007,2,26,419,451
Bihar,12,2007,2,29,255,278
Bihar,12,2007,2,36,14,20
Bihar,12,2007,2,41,28075,66322
Bihar,12,2008,2,3,94,69
Bihar,12,2008,2,11,2151,1837
Bihar,12,2008,2,16,6502,5689
Bihar,12,2008,2,17,104,88
Bihar,12,2008,2,18,37,130
Bihar,12,2008,2,19,6091,4775
Bihar,12,2008,2,26,930,895
Bihar,12,2008,2,27,291,1763
Bihar,12,2008,2,29,201,230
Bihar,12,2008,2,36,14,20
Bihar,12,2008,2,37,2,29
Bihar,12,2008,2,41,32754,72287
Bihar,12,2009,2,3,93,749
Bihar,12,2009,2,11,1998,2340
Bihar,12,2009,2,16,6568,5241
Bihar,12,2009,2,17,101,85
Bihar,12,2009,2,18,40,104
Bihar,12,2009,2,19,6342,6164
Bihar,12,2009,2,26,928,929
Bihar,12,2009,2,29,184,149
Bihar,12,2009,2,36,12,17
Bihar,12,2009,2,41,33410,63843
Bihar,12,2010,2,3,88,80
Bihar,12,2010,2,11,1905,1817
Bihar,12,2010,2,16,6667,6460
Bihar,12,2010,2,17,102,83
Bihar,12,2010,2,18,51,198
Bihar,12,2010,2,19,6538,5923
Bihar,12,2010,2,26,890,921
Bihar,12,2010,2,29,181,201
Bihar,12,2010,2,41,34044,67143
Bihar,12,2011,2,3,108,98
Bihar,12,2011,2,11,1962,2023
Bihar,12,2011,2,16,6706,6324
Bihar,12,2011,2,17,107,93
Bihar,12,2011,2,18,56,257
Bihar,12,2011,2,19,6588,6937
Bihar,12,2011,2,26,976,1006
Bihar,12,2011,2,29,186,233
Bihar,12,2011,2,36,3,4
Bihar,12,2011,2,41,34810,128275
Bihar,12,2012,2,3,114,153
Bihar,12,2012,2,11,2003,2960
Bihar,12,2012,2,16,6776,8897
Bihar,12,2012,2,17,114,99
Bihar,12,2012,2,18,67,219
Bihar,12,2012,2,19,6753,9191
Bihar,12,2012,2,26,1014,1056
Bihar,12,2012,2,29,200,237
Bihar,12,2012,2,36,4,6
Bihar,12,2012,2,41,35343,119700
Bihar,12,2013,2,3,114,129
Bihar,12,2013,2,11,2017,2295
Bihar,12,2013,2,16,6928,7004
Bihar,12,2013,2,17,119,101
Bihar,12,2013,2,18,60,273
Bihar,12,2013,2,19,6679,10252
Bihar,12,2013,2,26,994,746
Bihar,12,2013,2,29,200,455
Bihar,12,2013,2,36,4,6
Bihar,12,2013,2,41,23656,67566
Bihar,12,2014,2,3,104,115
Bihar,12,2014,2,11,2043,2811
Bihar,12,2014,2,16,6176,7868
Bihar,12,2014,2,17,107,92
Bihar,12,2014,2,18,54,196
Bihar,12,2014,2,19,6152,6127
Bihar,12,2014,2,26,897,906
Bihar,12,2014,2,29,192,190
Bihar,12,2014,2,36,3,4
Bihar,12,2014,2,41,23385,66850
Bihar,13,1997,2,3,1003,1103
Bihar,13,1997,2,11,8473,6278
Bihar,13,1997,2,17,3337,2473
Bihar,13,1997,2,24,142,94
Bihar,13,1997,2,29,1716,494
Bihar,13,1997,2,31,9,7
Bihar,13,1997,2,38,16,11
Bihar,13,1997,2,41,65746,142102
Bihar,13,1998,2,3,1112,1006
Bihar,13,1998,2,11,8460,11438
Bihar,13,1998,2,17,3783,1869
Bihar,13,1998,2,24,15069,13208
Bihar,13,1998,2,29,1825,1270
Bihar,13,1998,2,31,7,6
Bihar,13,1998,2,41,63164,150192
Bihar,13,1999,2,11,8528,9807
Bihar,13,1999,2,16,7013,7090
Bihar,13,1999,2,17,3935,2042
Bihar,13,1999,2,19,7447,11044
Bihar,13,1999,2,21,22,9
Bihar,13,1999,2,26,707,481
Bihar,13,1999,2,29,1858,814
Bihar,13,1999,2,41,65340,166590
Bihar,13,2000,2,3,951,990
Bihar,13,2000,2,11,6171,6301
Bihar,13,2000,2,16,7267,6875
Bihar,13,2000,2,17,2174,1804
Bihar,13,2000,2,19,5554,5732
Bihar,13,2000,2,21,17,10
Bihar,13,2000,2,26,933,898
Bihar,13,2000,2,29,1120,775
Bihar,13,2000,2,41,66012,162507
Bihar,13,2001,2,3,1123,1280
Bihar,13,2001,2,11,7079,7136
Bihar,13,2001,2,16,5539,4930
Bihar,13,2001,2,17,2870,2382
Bihar,13,2001,2,19,5706,5929
Bihar,13,2001,2,26,1041,1024
Bihar,13,2001,2,29,1244,867
Bihar,13,2001,2,41,69409,175141
Bihar,13,2002,2,3,1886,2897
Bihar,13,2002,2,11,6563,7876
Bihar,13,2002,2,16,4037,4981
Bihar,13,2002,2,17,2602,2160
Bihar,13,2002,2,18,1,2
Bihar,13,2002,2,19,5640,5555
Bihar,13,2002,2,26,914,841
Bihar,13,2002,2,29,1300,867
Bihar,13,2002,2,41,60977,162476
Bihar,13,2003,2,3,1151,1485
Bihar,13,2003,2,11,6990,8710
Bihar,13,2003,2,16,4921,4857
Bihar,13,2003,2,17,2602,2053
Bihar,13,2003,2,18,197,513
Bihar,13,2003,2,19,6188,6615
Bihar,13,2003,2,26,968,1116
Bihar,13,2003,2,29,1430,1108
Bihar,13,2003,2,41,63927,144491
Bihar,13,2004,2,3,1132,1138
Bihar,13,2004,2,11,6652,5388
Bihar,13,2004,2,16,3340,2565
Bihar,13,2004,2,17,1249,1142
Bihar,13,2004,2,18,5,25
Bihar,13,2004,2,19,5686,4139
Bihar,13,2004,2,26,729,703
Bihar,13,2004,2,29,1283,906
Bihar,13,2004,2,41,64511,105395
Bihar,13,2005,2,3,1012,1187
Bihar,13,2005,2,11,4587,4656
Bihar,13,2005,2,16,4136,2982
Bihar,13,2005,2,17,2271,1937
Bihar,13,2005,2,19,5846,5162
Bihar,13,2005,2,26,1196,1093
Bihar,13,2005,2,29,1484,1146
Bihar,13,2005,2,41,65727,132221
Bihar,13,2006,2,3,907,1400
Bihar,13,2006,2,11,8937,6435
Bihar,13,2006,2,16,3660,1706
Bihar,13,2006,2,17,2233,1905
Bihar,13,2006,2,19,5224,3119
Bihar,13,2006,2,26,1062,984
Bihar,13,2006,2,29,2176,1832
Bihar,13,2006,2,41,61071,131927
Bihar,13,2007,2,3,633,699
Bihar,13,2007,2,11,7383,5035
Bihar,13,2007,2,16,4249,3735
Bihar,13,2007,2,17,2323,1982
Bihar,13,2007,2,19,4751,3582
Bihar,13,2007,2,26,671,622
Bihar,13,2007,2,29,1381,949
Bihar,13,2007,2,41,64891,137395
Bihar,13,2008,2,3,1053,960
Bihar,13,2008,2,11,7737,5385
Bihar,13,2008,2,16,3687,2957
Bihar,13,2008,2,17,2012,1716
Bihar,13,2008,2,19,4657,3032
Bihar,13,2008,2,26,1196,1151
Bihar,13,2008,2,27,1054,6398
Bihar,13,2008,2,29,1654,1315
Bihar,13,2008,2,41,58520,125813
Bihar,13,2009,2,3,788,750
Bihar,13,2009,2,11,6378,4197
Bihar,13,2009,2,16,3032,1916
Bihar,13,2009,2,17,1356,1147
Bihar,13,2009,2,19,4777,2584
Bihar,13,2009,2,26,997,998
Bihar,13,2009,2,29,1413,1494
Bihar,13,2009,2,41,68351,160869
Bihar,13,2010,2,3,964,1118
Bihar,13,2010,2,11,6716,5688
Bihar,13,2010,2,16,2971,2552
Bihar,13,2010,2,17,1342,1098
Bihar,13,2010,2,19,4811,3810
Bihar,13,2010,2,26,626,648
Bihar,13,2010,2,29,1313,1355
Bihar,13,2010,2,41,69459,167720
Bihar,13,2011,2,3,530,659
Bihar,13,2011,2,11,6615,6172
Bihar,13,2011,2,16,2407,2003
Bihar,13,2011,2,17,1178,1019
Bihar,13,2011,2,19,4919,5101
Bihar,13,2011,2,26,610,629
Bihar,13,2011,2,29,1341,1456
Bihar,13,2011,2,41,69015,207544
Bihar,13,2012,2,3,1390,2018
Bihar,13,2012,2,11,4453,4818
Bihar,13,2012,2,16,1746,1636
Bihar,13,2012,2,17,1104,957
Bihar,13,2012,2,19,4975,6418
Bihar,13,2012,2,26,577,601
Bihar,13,2012,2,29,1622,1645
Bihar,13,2012,2,41,81719,203507
Bihar,13,2013,2,3,1319,2013
Bihar,13,2013,2,11,4590,3677
Bihar,13,2013,2,16,1156,1169
Bihar,13,2013,2,17,1668,1418
Bihar,13,2013,2,19,4667,3561
Bihar,13,2013,2,26,732,915
Bihar,13,2013,2,29,1747,1700
Bihar,13,2013,2,41,81171,166655
Bihar,13,2014,2,3,1416,1424
Bihar,13,2014,2,11,4580,3110
Bihar,13,2014,2,16,516,388
Bihar,13,2014,2,17,1482,1276
Bihar,13,2014,2,19,4888,12880
Bihar,13,2014,2,26,642,648
Bihar,13,2014,2,29,1762,1519
Bihar,13,2014,2,41,84502,188249
Bihar,14,1997,2,3,578,596
Bihar,14,1997,2,11,1456,954
Bihar,14,1997,2,17,1184,664
Bihar,14,1997,2,18,8169,27864
Bihar,14,1997,2,24,57,37
Bihar,14,1997,2,29,5501,3240
Bihar,14,1997,2,31,18,12
