State,District,Year,Season,Crop,Area,Production
Bihar,21,2006,1,20,113,706
Bihar,21,2006,1,28,200,175
Bihar,21,2006,1,32,3,2
Bihar,21,2006,1,33,29,23
Bihar,21,2006,1,40,212,165
Bihar,21,2007,1,0,390,453
Bihar,21,2007,1,15,30,283
Bihar,21,2007,1,20,128,822
Bihar,21,2007,1,28,356,215
Bihar,21,2007,1,32,3,11.11
Bihar,21,2007,1,33,17,14
Bihar,21,2007,1,34,1,1
Bihar,21,2007,1,40,204,149
Bihar,21,2008,1,0,460,708
Bihar,21,2008,1,9,10,16
Bihar,21,2008,1,20,314,2079
Bihar,21,2008,1,21,30,17
Bihar,21,2008,1,27,1286,9774
Bihar,21,2008,1,28,309,251
Bihar,21,2008,1,32,7,33.33
Bihar,21,2008,1,33,21,16
Bihar,21,2008,1,34,3,2
Bihar,21,2008,1,37,65,787
Bihar,21,2008,1,40,104,85
Bihar,21,2009,1,0,1299,1485
Bihar,21,2009,1,20,168,1188
Bihar,21,2009,1,25,37,26
Bihar,21,2009,1,28,325,225
Bihar,21,2009,1,34,105,79
Bihar,21,2009,1,40,40,40
Bihar,21,2010,1,0,1882,3322
Bihar,21,2010,1,20,124,2131
Bihar,21,2010,1,28,313,488
Bihar,21,2010,1,31,6,5
Bihar,21,2010,1,33,31,24
Bihar,21,2010,1,34,2,2
Bihar,21,2010,1,40,9,8
Bihar,21,2011,1,0,1771,1952
Bihar,21,2011,1,20,124,1533
Bihar,21,2011,1,28,310,539
Bihar,21,2011,1,31,2,2
Bihar,21,2011,1,33,34,31
Bihar,21,2011,1,34,2,2
Bihar,21,2012,1,0,1666,2809
Bihar,21,2012,1,20,119,402
Bihar,21,2012,1,28,323,613
Bihar,21,2012,1,33,19,17
Bihar,21,2012,1,34,16,13
Bihar,21,2013,1,0,591,599
Bihar,21,2013,1,20,44,290
Bihar,21,2013,1,28,141,132
Bihar,21,2013,1,33,17,15
Bihar,21,2013,1,34,2,2
Bihar,21,2013,1,40,1,1
Bihar,21,2014,1,0,1235,1103
Bihar,21,2014,1,20,16,207
Bihar,21,2014,1,28,36,17
Bihar,21,2014,1,33,15,13
Bihar,21,2014,1,34,6,5
Bihar,21,2014,1,40,90,82
Bihar,22,1997,1,0,359,745
Bihar,22,1997,1,12,5,2
Bihar,22,1997,1,18,1793,172
Bihar,22,1997,1,25,2,1
Bihar,22,1997,1,33,12,7
Bihar,22,1997,1,34,18,15
Bihar,22,1998,1,0,505,789
Bihar,22,1998,1,12,22,11
Bihar,22,1998,1,18,2331,4554
Bihar,22,1998,1,25,37,18
Bihar,22,1998,1,28,101,86
Bihar,22,1998,1,33,12,7
Bihar,22,1998,1,34,3,3
Bihar,22,1998,1,36,250,197
Bihar,22,1999,1,0,375,365
Bihar,22,1999,1,12,6,3
Bihar,22,1999,1,14,257,376
Bihar,22,1999,1,18,2144,3925
Bihar,22,1999,1,21,135,75
Bihar,22,1999,1,28,112,110
Bihar,22,1999,1,33,19,10
Bihar,22,1999,1,36,304,273
Bihar,22,2000,1,0,404,1052
Bihar,22,2000,1,12,15,17
Bihar,22,2000,1,18,2195,3077
Bihar,22,2000,1,21,170,121
Bihar,22,2000,1,28,90,99
Bihar,22,2000,1,33,32,18
Bihar,22,2000,1,34,12,7
Bihar,22,2000,1,36,43,69
Bihar,22,2001,1,0,366,366
Bihar,22,2001,1,12,33,16
Bihar,22,2001,1,21,77,47
Bihar,22,2001,1,28,49,43
Bihar,22,2001,1,33,20,11
Bihar,22,2001,1,34,16,13
Bihar,22,2001,1,36,136,155
Bihar,22,2002,1,0,379,304
Bihar,22,2002,1,12,35,17
Bihar,22,2002,1,21,69,44
Bihar,22,2002,1,28,54,37
Bihar,22,2002,1,33,49,37
Bihar,22,2002,1,34,26,20
Bihar,22,2002,1,36,39,50
Bihar,22,2003,1,0,426,413
Bihar,22,2003,1,12,57,28
Bihar,22,2003,1,13,5,4
Bihar,22,2003,1,18,2205,2936
Bihar,22,2003,1,21,73,41
Bihar,22,2003,1,25,11,6
Bihar,22,2003,1,28,55,37
Bihar,22,2003,1,33,56,44
Bihar,22,2003,1,34,25,20
Bihar,22,2003,1,36,53,72
Bihar,22,2003,1,40,26,19
Bihar,22,2004,1,0,404,323
Bihar,22,2004,1,12,74,37
Bihar,22,2004,1,18,2257,857
Bihar,22,2004,1,21,73,47
Bihar,22,2004,1,25,9,5
Bihar,22,2004,1,28,51,34
Bihar,22,2004,1,33,54,44
Bihar,22,2004,1,34,26,21
Bihar,22,2004,1,36,46,67
Bihar,22,2004,1,40,29,27
Bihar,22,2005,1,0,268,503
Bihar,22,2005,1,12,169,84
Bihar,22,2005,1,18,2462,934
Bihar,22,2005,1,21,41,23
Bihar,22,2005,1,25,80,46
Bihar,22,2005,1,28,56,50
Bihar,22,2005,1,33,29,26
Bihar,22,2005,1,34,25,19
Bihar,22,2005,1,36,74,97
Bihar,22,2006,1,0,263,399
Bihar,22,2006,1,18,2858,936
Bihar,22,2006,1,21,76,44
Bihar,22,2006,1,28,54,47
Bihar,22,2006,1,32,142,81
Bihar,22,2006,1,33,115,92
Bihar,22,2007,1,0,1463,3058
Bihar,22,2007,1,12,92,62
Bihar,22,2007,1,20,1,9
Bihar,22,2007,1,21,109,60
Bihar,22,2007,1,25,39,27
Bihar,22,2007,1,28,58,35
Bihar,22,2007,1,32,124,477.77
Bihar,22,2007,1,33,79,56
Bihar,22,2007,1,34,6,5
Bihar,22,2008,1,0,1585,2552
Bihar,22,2008,1,12,74,37
Bihar,22,2008,1,21,107,71
Bihar,22,2008,1,25,54,31
Bihar,22,2008,1,27,1295,6048
Bihar,22,2008,1,28,63,51
Bihar,22,2008,1,32,140,538.88
Bihar,22,2008,1,33,98,81
Bihar,22,2008,1,34,29,22
Bihar,22,2009,1,0,266,390
Bihar,22,2009,1,21,124,82
Bihar,22,2009,1,25,12,8
Bihar,22,2009,1,28,28,23
Bihar,22,2009,1,34,1,1
Bihar,22,2009,1,40,35,35
Bihar,22,2010,1,0,292,680
Bihar,22,2010,1,12,14,14
Bihar,22,2010,1,21,395,258
Bihar,22,2010,1,28,16,16
Bihar,22,2010,1,40,47,41
Bihar,22,2011,1,0,336,581
Bihar,22,2011,1,12,82,84
Bihar,22,2011,1,21,46,28
Bihar,22,2011,1,25,22,21
Bihar,22,2011,1,28,14,17
Bihar,22,2011,1,31,152,122
Bihar,22,2011,1,40,14,12
Bihar,22,2012,1,0,460,607
Bihar,22,2012,1,12,60,61
Bihar,22,2012,1,21,344,313
Bihar,22,2012,1,25,2,2
Bihar,22,2012,1,28,28,33
Bihar,22,2012,1,40,9,8
Bihar,22,2013,1,0,463,874
Bihar,22,2013,1,12,7,7
Bihar,22,2013,1,21,270,238
Bihar,22,2013,1,28,1,1
Bihar,22,2013,1,40,8,7
Bihar,22,2014,1,0,213,373
Bihar,22,2014,1,5,1,1
Bihar,22,2014,1,12,50,51
Bihar,22,2014,1,21,167,148
Bihar,22,2014,1,25,2,2
Bihar,22,2014,1,28,2,3
Bihar,22,2014,1,40,2,2
Bihar,23,1997,1,0,689,679
Bihar,23,1997,1,12,32,38
Bihar,23,1997,1,18,908,1133
Bihar,23,1997,1,25,87,51
Bihar,23,1997,1,33,121,73
Bihar,23,1997,1,34,6,3
Bihar,23,1998,1,0,738,1114
Bihar,23,1998,1,1,6,4
Bihar,23,1998,1,4,141,96
Bihar,23,1998,1,5,35,29
Bihar,23,1998,1,12,43,51
Bihar,23,1998,1,18,1562,2861
Bihar,23,1998,1,25,811,508
Bihar,23,1998,1,28,483,411
Bihar,23,1998,1,33,69,36
Bihar,23,1998,1,34,1,1
Bihar,23,1998,1,36,132,125
Bihar,23,1999,1,0,891,838
Bihar,23,1999,1,9,1,1
Bihar,23,1999,1,12,47,57
Bihar,23,1999,1,13,474,375
Bihar,23,1999,1,14,877,1311
Bihar,23,1999,1,18,1400,2314
Bihar,23,1999,1,21,126,66
Bihar,23,1999,1,28,401,395
Bihar,23,1999,1,30,54,57
Bihar,23,1999,1,33,94,47
Bihar,23,1999,1,36,61,56
Bihar,23,1999,1,40,98,66
Bihar,23,2000,1,0,649,591
Bihar,23,2000,1,12,48,52
Bihar,23,2000,1,13,463,358
Bihar,23,2000,1,18,1570,1181
Bihar,23,2000,1,21,74,40
Bihar,23,2000,1,28,407,447
Bihar,23,2000,1,30,46,57
Bihar,23,2000,1,33,86,50
Bihar,23,2000,1,34,87,45
Bihar,23,2000,1,36,111,162
Bihar,23,2000,1,40,133,67
Bihar,23,2001,1,0,897,915
Bihar,23,2001,1,12,115,65
Bihar,23,2001,1,13,609,489
Bihar,23,2001,1,21,118,79
Bihar,23,2001,1,28,308,270
Bihar,23,2001,1,30,41,75
Bihar,23,2001,1,33,98,58
Bihar,23,2001,1,34,42,33
Bihar,23,2001,1,36,37,43
Bihar,23,2001,1,40,197,129
Bihar,23,2002,1,0,870,978
Bihar,23,2002,1,12,159,79
Bihar,23,2002,1,13,474,377
Bihar,23,2002,1,21,271,98
Bihar,23,2002,1,25,166,92
Bihar,23,2002,1,28,367,252
Bihar,23,2002,1,33,164,135
Bihar,23,2002,1,34,4,3
Bihar,23,2002,1,36,90,109
Bihar,23,2002,1,40,141,96
Bihar,23,2003,1,0,797,821
Bihar,23,2003,1,12,139,69
Bihar,23,2003,1,13,482,356
Bihar,23,2003,1,18,1836,3138
Bihar,23,2003,1,20,6,42
Bihar,23,2003,1,21,248,155
Bihar,23,2003,1,25,7,4
Bihar,23,2003,1,28,259,175
Bihar,23,2003,1,33,134,72
Bihar,23,2003,1,34,21,16
Bihar,23,2003,1,36,21,28
Bihar,23,2003,1,40,82,61
Bihar,23,2004,1,0,1091,880
Bihar,23,2004,1,12,206,101
Bihar,23,2004,1,13,573,463
Bihar,23,2004,1,18,1099,1326
Bihar,23,2004,1,21,102,23
Bihar,23,2004,1,28,255,172
Bihar,23,2004,1,33,162,127
Bihar,23,2004,1,34,19,14
Bihar,23,2004,1,36,45,66
Bihar,23,2004,1,40,76,56
Bihar,23,2005,1,0,1073,798
Bihar,23,2005,1,1,17,18
Bihar,23,2005,1,5,33,31
Bihar,23,2005,1,12,192,94
Bihar,23,2005,1,13,236,203
Bihar,23,2005,1,18,1007,1274
Bihar,23,2005,1,21,28,13
Bihar,23,2005,1,28,352,317
Bihar,23,2005,1,33,203,165
Bihar,23,2005,1,34,14,10
Bihar,23,2005,1,36,32,41
Bihar,23,2005,1,40,139,106
Bihar,23,2006,1,0,846,588
Bihar,23,2006,1,18,1509,2116
Bihar,23,2006,1,21,179,101
Bihar,23,2006,1,28,376,329
Bihar,23,2006,1,32,46,38
Bihar,23,2006,1,33,255,197
Bihar,23,2006,1,40,273,212
Bihar,23,2007,1,0,1015,701
Bihar,23,2007,1,1,20,22
Bihar,23,2007,1,12,256,184
Bihar,23,2007,1,14,5,5
Bihar,23,2007,1,21,124,99
Bihar,23,2007,1,25,141,98
Bihar,23,2007,1,28,298,180
Bihar,23,2007,1,32,81,361.11
Bihar,23,2007,1,33,101,85
Bihar,23,2007,1,34,2,1
Bihar,23,2007,1,40,133,105
Bihar,23,2008,1,0,881,648
Bihar,23,2008,1,1,50,60
Bihar,23,2008,1,12,167,83
Bihar,23,2008,1,21,120,73
Bihar,23,2008,1,25,1,1
Bihar,23,2008,1,27,3512,26340
Bihar,23,2008,1,28,254,207
Bihar,23,2008,1,32,94,416.66
Bihar,23,2008,1,33,85,66
Bihar,23,2008,1,34,18,13
Bihar,23,2008,1,37,4,54
Bihar,23,2008,1,40,147,74
Bihar,23,2009,1,0,811,1127
Bihar,23,2009,1,1,31,35
Bihar,23,2009,1,13,411,396
Bihar,23,2009,1,21,60,40
Bihar,23,2009,1,25,171,121
Bihar,23,2009,1,28,202,162
Bihar,23,2009,1,32,88,72
Bihar,23,2009,1,40,128,127
Bihar,23,2010,1,0,1319,1389
Bihar,23,2010,1,12,80,82
Bihar,23,2010,1,13,226,213
Bihar,23,2010,1,14,462,490
Bihar,23,2010,1,21,68,44
Bihar,23,2010,1,25,268,183
Bihar,23,2010,1,28,227,223
Bihar,23,2010,1,33,16,13
Bihar,23,2010,1,40,42,37
Bihar,23,2011,1,0,1110,1319
Bihar,23,2011,1,12,500,511
Bihar,23,2011,1,13,432,411
Bihar,23,2011,1,21,259,213
Bihar,23,2011,1,28,262,318
Bihar,23,2011,1,33,200,175
Bihar,23,2011,1,40,127,116
Bihar,23,2012,1,0,1085,1299
Bihar,23,2012,1,12,394,403
Bihar,23,2012,1,13,202,196
Bihar,23,2012,1,21,250,234
Bihar,23,2012,1,25,10,10
Bihar,23,2012,1,28,295,348
Bihar,23,2012,1,32,49,39
Bihar,23,2012,1,33,167,147
Bihar,23,2012,1,40,224,199
Bihar,23,2013,1,0,933,932
Bihar,23,2013,1,1,155,176
Bihar,23,2013,1,12,577,591
Bihar,23,2013,1,13,169,161
Bihar,23,2013,1,14,67,71
Bihar,23,2013,1,15,8,114
Bihar,23,2013,1,20,2,31
Bihar,23,2013,1,21,796,564
Bihar,23,2013,1,25,51,46
Bihar,23,2013,1,28,184,187
Bihar,23,2013,1,32,53,43
Bihar,23,2013,1,33,278,241
Bihar,23,2013,1,34,261,195
Bihar,23,2013,1,40,179,163
Bihar,23,2014,1,0,887,691
Bihar,23,2014,1,12,207,212
Bihar,23,2014,1,13,200,191
Bihar,23,2014,1,20,7,93
Bihar,23,2014,1,21,294,243
Bihar,23,2014,1,25,10,10
Bihar,23,2014,1,28,200,295
Bihar,23,2014,1,32,66,53
Bihar,23,2014,1,33,180,156
Bihar,23,2014,1,40,153,139
Bihar,24,1997,1,0,6119,9527
Bihar,24,1997,1,9,56,82
Bihar,24,1997,1,12,29,70
Bihar,24,1997,1,15,53,477
Bihar,24,1997,1,18,4345,6667
Bihar,24,1997,1,20,310,1390
Bihar,24,1997,1,25,30,15
Bihar,24,1997,1,33,92,55
Bihar,24,1997,1,34,705,221
Bihar,24,1998,1,0,5748,14905
Bihar,24,1998,1,4,217,189
Bihar,24,1998,1,15,67,319
Bihar,24,1998,1,18,4700,8949
Bihar,24,1998,1,28,8,10
Bihar,24,1998,1,33,98,51
Bihar,24,1998,1,34,213,66
Bihar,24,1998,1,36,113,147
Bihar,24,1999,1,0,5566,7603
Bihar,24,1999,1,1,63,39
Bihar,24,1999,1,9,101,150
Bihar,24,1999,1,14,941,1520
Bihar,24,1999,1,15,15,111
Bihar,24,1999,1,18,1984,5248
Bihar,24,1999,1,21,4,2
Bihar,24,1999,1,28,13,18
Bihar,24,1999,1,30,57964,121964
Bihar,24,1999,1,33,173,87
Bihar,24,1999,1,36,235,272
Bihar,24,1999,1,40,39,28
Bihar,24,2000,1,0,5553,9290
Bihar,24,2000,1,1,135,88
Bihar,24,2000,1,9,84,151
Bihar,24,2000,1,15,34,285
Bihar,24,2000,1,18,1212,2214
Bihar,24,2000,1,21,118,96
Bihar,24,2000,1,28,30,27
Bihar,24,2000,1,30,64857,153081
Bihar,24,2000,1,33,311,218
Bihar,24,2000,1,34,101,52
Bihar,24,2000,1,36,291,404
Bihar,24,2000,1,40,107,71
Bihar,24,2001,1,0,5594,8201
Bihar,24,2001,1,1,73,53
Bihar,24,2001,1,9,84,130
Bihar,24,2001,1,12,15,13
Bihar,24,2001,1,14,80,68
Bihar,24,2001,1,15,53,354
Bihar,24,2001,1,21,42,27
Bihar,24,2001,1,28,12,11
Bihar,24,2001,1,30,10612,20316
Bihar,24,2001,1,33,335,218
Bihar,24,2001,1,34,152,120
Bihar,24,2001,1,36,195,255
Bihar,24,2001,1,40,174,148
Bihar,24,2002,1,0,5622,4925
Bihar,24,2002,1,1,43,44
Bihar,24,2002,1,14,80,81
Bihar,24,2002,1,20,94,440
Bihar,24,2002,1,21,45,24
Bihar,24,2002,1,28,32,26
Bihar,24,2002,1,33,368,213
Bihar,24,2002,1,34,155,119
Bihar,24,2002,1,36,180,230
Bihar,24,2002,1,40,217,189
Bihar,24,2003,1,0,5372,6613
Bihar,24,2003,1,1,43,45
Bihar,24,2003,1,9,80,134
Bihar,24,2003,1,14,79,80
Bihar,24,2003,1,18,2919,3756
Bihar,24,2003,1,21,34,18
Bihar,24,2003,1,28,33,24
Bihar,24,2003,1,33,359,261
Bihar,24,2003,1,34,113,89
Bihar,24,2003,1,36,175,258
Bihar,24,2003,1,40,217,184
Bihar,24,2004,1,0,5308,6757
Bihar,24,2004,1,1,49,53
Bihar,24,2004,1,9,85,137
Bihar,24,2004,1,14,87,97
Bihar,24,2004,1,18,4085,2283
Bihar,24,2004,1,21,31,23
Bihar,24,2004,1,28,35,10
Bihar,24,2004,1,33,408,318
Bihar,24,2004,1,34,104,103
Bihar,24,2004,1,36,179,247
Bihar,24,2004,1,40,227,160
Bihar,24,2005,1,0,7330,11288
Bihar,24,2005,1,1,137,145
Bihar,24,2005,1,14,136,151
Bihar,24,2005,1,18,3956,2187
Bihar,24,2005,1,21,92,67
Bihar,24,2005,1,28,40,16
Bihar,24,2005,1,33,384,309
Bihar,24,2005,1,34,150,118
Bihar,24,2005,1,36,187,260
Bihar,24,2005,1,40,253,195
Bihar,24,2006,1,0,6966,12553
Bihar,24,2006,1,1,51,55
Bihar,24,2006,1,14,99,110
Bihar,24,2006,1,18,4116,6821
Bihar,24,2006,1,28,39,34
Bihar,24,2006,1,33,389,304
Bihar,24,2006,1,40,230,190
Bihar,24,2007,1,0,5914,10438
Bihar,24,2007,1,1,51,53
Bihar,24,2007,1,9,78,127
Bihar,24,2007,1,14,99,105
Bihar,24,2007,1,21,104,90
Bihar,24,2007,1,28,39,24
Bihar,24,2007,1,33,352,273
Bihar,24,2007,1,34,105,82
Bihar,24,2007,1,40,206,179
Bihar,24,2008,1,0,5917,6473
Bihar,24,2008,1,1,48,52
Bihar,24,2008,1,9,82,134
Bihar,24,2008,1,14,110,122
Bihar,24,2008,1,21,111,95
Bihar,24,2008,1,27,3230,28812
Bihar,24,2008,1,28,32,26
Bihar,24,2008,1,33,409,332
Bihar,24,2008,1,34,122,96
Bihar,24,2008,1,37,30,363
Bihar,24,2008,1,40,240,204
Bihar,24,2009,1,0,5926,4593
Bihar,24,2009,1,1,55,61
Bihar,24,2009,1,15,82,752
Bihar,24,2009,1,20,7,50
Bihar,24,2009,1,21,88,58
Bihar,24,2009,1,25,400,283
Bihar,24,2009,1,28,17,12
Bihar,24,2009,1,34,103,81
Bihar,24,2009,1,40,117,116
Bihar,24,2010,1,0,4511,5540
Bihar,24,2010,1,15,79,721
Bihar,24,2010,1,20,7,120
Bihar,24,2010,1,21,98,64
Bihar,24,2010,1,25,63,43
Bihar,24,2010,1,28,9,14
Bihar,24,2010,1,31,21,17
Bihar,24,2010,1,33,172,136
Bihar,24,2010,1,34,55,43
Bihar,24,2010,1,40,90,78
Bihar,24,2011,1,0,851,2266
Bihar,24,2011,1,1,57,64
Bihar,24,2011,1,12,184,188
Bihar,24,2011,1,13,47,45
Bihar,24,2011,1,21,98,55
Bihar,24,2011,1,25,8,6
Bihar,24,2011,1,28,9,16
Bihar,24,2011,1,31,3,2
Bihar,24,2011,1,33,64,57
Bihar,24,2011,1,40,192,169
Bihar,24,2012,1,0,617,766
Bihar,24,2012,1,1,17,19
Bihar,24,2012,1,12,196,201
Bihar,24,2012,1,13,42,41
Bihar,24,2012,1,21,45,21
Bihar,24,2012,1,25,196,148
Bihar,24,2012,1,28,8,15
Bihar,24,2012,1,33,57,50
Bihar,24,2012,1,40,166,146
Bihar,24,2013,1,0,528,714
Bihar,24,2013,1,1,32,36
Bihar,24,2013,1,12,183,188
Bihar,24,2013,1,13,38,36
Bihar,24,2013,1,14,2,2
Bihar,24,2013,1,20,14,92
Bihar,24,2013,1,21,11,6
Bihar,24,2013,1,25,146,110
Bihar,24,2013,1,28,7,7
Bihar,24,2013,1,32,1,1
Bihar,24,2013,1,33,69,60
Bihar,24,2013,1,40,176,161
Bihar,24,2014,1,0,494,750
Bihar,24,2014,1,1,1,1
Bihar,24,2014,1,12,166,170
Bihar,24,2014,1,13,34,33
Bihar,24,2014,1,20,12,155
Bihar,24,2014,1,21,8,4
Bihar,24,2014,1,25,133,101
Bihar,24,2014,1,28,7,9
Bihar,24,2014,1,32,1,1
Bihar,24,2014,1,33,66,58
Bihar,24,2014,1,40,160,146
Bihar,25,1997,1,0,810,1136
Bihar,25,1997,1,5,36,28
Bihar,25,1997,1,18,5545,2878
Bihar,25,1997,1,25,2,1
Bihar,25,1997,1,34,496,408
Bihar,25,1998,1,0,1697,2579
Bihar,25,1998,1,4,5,5
Bihar,25,1998,1,5,50,42
Bihar,25,1998,1,14,7,8
Bihar,25,1998,1,18,4727,10375
Bihar,25,1998,1,25,26,14
Bihar,25,1998,1,28,620,528
Bihar,25,1998,1,34,5,5
Bihar,25,1998,1,36,42,33
Bihar,25,1999,1,0,1844,2803
Bihar,25,1999,1,14,814,1687
Bihar,25,1999,1,18,9850,28053
Bihar,25,1999,1,21,9,5
Bihar,25,1999,1,28,110,108
Bihar,25,1999,1,30,658,700
Bihar,25,1999,1,36,35,50
Bihar,25,1999,1,40,2,1
Bihar,25,2000,1,0,1326,2392
Bihar,25,2000,1,18,6605,18274
Bihar,25,2000,1,21,276,174
Bihar,25,2000,1,28,103,113
Bihar,25,2000,1,30,679,840
Bihar,25,2000,1,34,32,18
Bihar,25,2000,1,36,40,58
Bihar,25,2000,1,40,4,3
Bihar,25,2001,1,0,1105,800
Bihar,25,2001,1,21,9,5
Bihar,25,2001,1,28,22,19
Bihar,25,2001,1,30,163,276
Bihar,25,2001,1,34,19,15
Bihar,25,2001,1,36,35,51
Bihar,25,2001,1,40,3,2
Bihar,25,2002,1,0,455,823
Bihar,25,2002,1,1,310,319
Bihar,25,2002,1,5,11,11
Bihar,25,2002,1,21,21,11
Bihar,25,2002,1,28,29,20
Bihar,25,2002,1,34,65,51
Bihar,25,2002,1,36,9,13
Bihar,25,2002,1,40,5,5
Bihar,25,2003,1,0,398,414
Bihar,25,2003,1,1,459,487
Bihar,25,2003,1,18,7598,10168
Bihar,25,2003,1,21,164,87
Bihar,25,2003,1,25,74,41
Bihar,25,2003,1,28,17,11
Bihar,25,2003,1,34,35,27
Bihar,25,2003,1,36,3,4
Bihar,25,2003,1,40,3,2
Bihar,25,2004,1,0,398,344
Bihar,25,2004,1,5,11,10
Bihar,25,2004,1,18,7689,11400
Bihar,25,2004,1,21,9,3
Bihar,25,2004,1,28,5,3
Bihar,25,2004,1,34,50,41
Bihar,25,2004,1,36,16,21
Bihar,25,2004,1,40,2,1
Bihar,25,2005,1,0,409,276
Bihar,25,2005,1,1,353,364
Bihar,25,2005,1,14,356,363
Bihar,25,2005,1,18,9072,14022
Bihar,25,2005,1,21,251,136
Bihar,25,2005,1,25,79,46
Bihar,25,2005,1,36,110,146
Bihar,25,2005,1,40,3,3
Bihar,25,2006,1,0,761,460
Bihar,25,2006,1,1,270,278
Bihar,25,2006,1,14,191,195
Bihar,25,2006,1,18,7569,14350
Bihar,25,2006,1,21,46,27
Bihar,25,2006,1,32,4,2
Bihar,25,2006,1,33,19,15
Bihar,25,2006,1,40,3,2
Bihar,25,2007,1,0,198,292
Bihar,25,2007,1,1,223,248
Bihar,25,2007,1,14,177,197
Bihar,25,2007,1,21,2,1
Bihar,25,2007,1,34,2,1
Bihar,25,2008,1,0,195,268
Bihar,25,2008,1,21,6,3
Bihar,25,2008,1,27,2567,14786
Bihar,25,2008,1,32,2,5.55
Bihar,25,2008,1,33,28,25
Bihar,25,2008,1,37,24,349
Bihar,25,2008,1,40,1,1
Bihar,25,2009,1,0,494,679
Bihar,25,2009,1,21,4,3
Bihar,25,2009,1,25,5,3
Bihar,25,2010,1,0,848,1905
Bihar,25,2010,1,25,12,8
Bihar,25,2011,1,0,721,2182
Bihar,25,2011,1,25,148,111
Bihar,25,2011,1,33,4,4
Bihar,25,2012,1,0,619,2050
Bihar,25,2012,1,14,8,9
Bihar,25,2012,1,25,90,68
Bihar,25,2012,1,28,72,85
Bihar,25,2012,1,32,4,3
Bihar,25,2012,1,33,48,43
Bihar,25,2012,1,34,309,232
Bihar,25,2013,1,0,721,1663
Bihar,25,2013,1,14,8,9
Bihar,25,2013,1,25,134,101
Bihar,25,2013,1,28,3,3
Bihar,25,2013,1,33,1,1
Bihar,25,2014,1,0,687,1450
Bihar,25,2014,1,14,187,200
Bihar,25,2014,1,25,124,94
Bihar,25,2014,1,28,25,37
Bihar,25,2014,1,33,1,1
Bihar,25,2014,1,34,103,79
Bihar,26,1997,1,0,2581,4475
Bihar,26,1997,1,1,47,29
Bihar,26,1997,1,9,96,140
Bihar,26,1997,1,14,22,19
Bihar,26,1997,1,15,393,3537
Bihar,26,1997,1,18,10864,25143
Bihar,26,1997,1,20,607,2721
Bihar,26,1997,1,25,160,81
Bihar,26,1997,1,33,770,464
Bihar,26,1997,1,34,82,63
Bihar,26,1998,1,0,2905,3315
Bihar,26,1998,1,1,45,27
Bihar,26,1998,1,4,82,52
Bihar,26,1998,1,14,10,9
Bihar,26,1998,1,15,245,1165
Bihar,26,1998,1,18,8942,16363
Bihar,26,1998,1,20,651,5161
Bihar,26,1998,1,25,690,428
Bihar,26,1998,1,28,767,982
Bihar,26,1998,1,33,373,195
Bihar,26,1998,1,34,69,53
Bihar,26,1998,1,36,136,177
Bihar,26,1999,1,0,2657,3079
Bihar,26,1999,1,9,36,53
Bihar,26,1999,1,14,1705,1857
Bihar,26,1999,1,15,242,1783
Bihar,26,1999,1,18,8656,14022
Bihar,26,1999,1,20,624,3463
Bihar,26,1999,1,21,39,20
Bihar,26,1999,1,28,603,853
Bihar,26,1999,1,30,79613,124729
Bihar,26,1999,1,33,350,176
Bihar,26,1999,1,36,115,144
Bihar,26,1999,1,40,454,312
Bihar,26,2000,1,0,3706,6612
Bihar,26,2000,1,15,186,1558
Bihar,26,2000,1,18,4396,8569
Bihar,26,2000,1,21,1,0.1
Bihar,26,2000,1,28,144,129
Bihar,26,2000,1,30,82641,88200
Bihar,26,2000,1,33,340,238
Bihar,26,2000,1,34,15,8
Bihar,26,2000,1,36,10,14
Bihar,26,2000,1,40,23,16
Bihar,26,2001,1,0,4021,4391
Bihar,26,2001,1,9,43,62
Bihar,26,2001,1,15,165,1103
Bihar,26,2001,1,20,6,20
Bihar,26,2001,1,28,248,232
Bihar,26,2001,1,30,722,1466
Bihar,26,2001,1,33,305,192
Bihar,26,2001,1,34,55,44
Bihar,26,2001,1,36,134,176
Bihar,26,2001,1,40,140,93
Bihar,26,2002,1,0,2766,3037
Bihar,26,2002,1,1,70,72
Bihar,26,2002,1,14,47,47
Bihar,26,2002,1,15,59,389
Bihar,26,2002,1,20,12,56
Bihar,26,2002,1,21,45,25
Bihar,26,2002,1,25,10,6
Bihar,26,2002,1,28,296,236
Bihar,26,2002,1,33,134,68
Bihar,26,2002,1,34,32,24
Bihar,26,2002,1,36,30,31
Bihar,26,2002,1,40,82,52
Bihar,26,2003,1,0,2324,3242
Bihar,26,2003,1,9,1,2
Bihar,26,2003,1,14,2,2
Bihar,26,2003,1,15,15,111
Bihar,26,2003,1,18,5548,15742
Bihar,26,2003,1,20,10,45
Bihar,26,2003,1,21,25,15
Bihar,26,2003,1,25,8,0
Bihar,26,2003,1,28,23,17
Bihar,26,2003,1,33,12,9
Bihar,26,2003,1,34,13,10
Bihar,26,2003,1,36,18,25
Bihar,26,2003,1,40,13,10
Bihar,26,2004,1,0,1359,1730
Bihar,26,2004,1,5,7,7
Bihar,26,2004,1,9,15,24
Bihar,26,2004,1,14,5,6
Bihar,26,2004,1,15,17,134
Bihar,26,2004,1,18,6100,14145
Bihar,26,2004,1,20,9,72
Bihar,26,2004,1,21,318,106
Bihar,26,2004,1,25,34,17
Bihar,26,2004,1,28,15,4
Bihar,26,2004,1,33,85,65
